species	total_length	completeness	draft_quality
Butyrivibrio sp. AD3002	4316529	99.58	medium
Butyrivibrio sp. VCB2006	3947728	99.96	medium
Clostridiales bacterium NK3B98	3040979	99.33	medium
Lachnospiraceae bacterium NK4A179	3222863	97.37	medium
Acidobacteriaceae bacterium TAA166	6136933	99.14	high
Geovibrio sp. L21-Ace-BES	2971658	99.14	high
Glaciibacter superstes	4802534	99.49	high
Marinobacter daepoensis	3830061	100	high
Ornithinimicrobium pekingense	3852644	99.45	high
Ruania albidiflava	4174923	98.64	high
Serinicoccus marinus	3396505	99.45	medium
Thalassospira lucentensis	4746254	100	medium
Desulfotignum balticum	5118755	99.35	high
alpha proteobacterium SCGC AAA536-K22	1995180	78.86	medium
Treponema bryantii	3309485	100	medium
Butyrivibrio sp. NC2007	4000398	99.57	medium
Frankia sp. Iso899	5104726	96.38	high
Methylohalobius crimeensis	3509607	95.82	high
Desulfurobacterium sp. TC5-1	1653625	97.26	medium
Aestuariimicrobium kwangyangense	2990149	99.83	high
Agromyces italicus	3730505	99.49	high
Agromyces subbeticus	4303916	99.37	high
Thermodesulfatator atlanticus	2302285	99.45	medium
Thermodesulfobacterium thermophilum	1787382	99.17	high
Thermus islandicus	2263010	99.15	high
Bavariicoccus seileri	2242440	99.45	medium
Nesterenkonia alba	2591866	98.38	high
Pseudomonas caeni	3022325	97.7	medium
Humibacter albus	3693075	99.49	high
Laceyella sacchari	3324316	99.08	high
[Clostridium] papyrosolvens	4400934	100	high
Serratia liquefaciens	5282719	100	high
Lactobacillus helveticus	2225962	99.03	high
Desulfovibrio sp. X2	3912295	99.41	high
Desulfovibrio alkalitolerans	3202328	100	high
Chryseobacterium palustre	2982326	100	high
Desulfatiglans anilini	4667344	99.35	high
Luteimonas mephitis	3416011	99.48	high
Marinospirillum minutulum	2836070	96.44	medium
Spongiibacter marinus	3435542	100	high
Mesoflavibacter zeaxanthinifaciens	2966206	99.67	high
Microbacterium indicum	2809959	98.99	high
Microbacterium luticocti	3115873	99.49	high
Oceanospirillum beijerinckii	5325321	100	medium
Paenibacillus assamensis	5027965	99.73	medium
Paenibacillus harenae	6968425	99.73	medium
Paenibacillus pasadenensis	5714182	99.62	medium
Paenibacillus pinihumi	6760575	99.73	medium
Halodesulfovibrio aestuarii	3401714	100	medium
Desulfovibrio aminophilus	3419064	100	high
Hugenholtzia roseola	4254862	99.45	medium
Enterorhabdus mucosicola	3009872	100	medium
Ferrimonas futtsuensis	4296027	100	medium
Ferrimonas senticii	3885737	100	medium
Flavobacterium gelidilacus	3441043	99.65	high
Flavobacterium soli	4002854	99.65	high
Flavobacterium subsaxonicum	4638566	99.65	high
Microbacterium gubbeenense	3017924	99.33	high
Neptunomonas japonica	4391552	100	medium
Nesiotobacter exalbescens	4157019	99.37	medium
Nocardioides halotolerans	4856512	99.48	high
Nocardioides insulae	4060447	98.79	medium
Oceanobacter kriegii	4505834	99.48	medium
Oceanospirillum maris	3709807	99.57	medium
Ottowia thiooxydans	7048723	99.77	high
Paenibacillus alginolyticus	8329305	99.73	medium
Paludibacterium yongneupense	4332940	99.57	medium
Pedobacter oryzae	3445768	100	high
Pleomorphomonas oryzae	5230452	99.68	high
Porphyrobacter cryptus	2954426	99.48	high
Gelidibacter mesophilus	4430943	99.67	high
Gordonia shandongensis	3330647	99.39	high
Gramella portivictoriae	3269398	99.6	high
Granulicoccus phenolivorans	4117723	98.7	high
Halalkalibacillus halophilus	2707549	98.67	medium
Haliea salexigens	4258722	100	high
Helcococcus sueciensis	1573767	91.92	high
Idiomarina sediminum	2624474	98.32	medium
Inquilinus limosus	7413714	99.13	high
Jonesia quinghaiensis	3038127	100	medium
Kaistia adipata	4839203	99.68	medium
Lactobacillus ceti	1385752	97.91	medium
Lactobacillus saerimneri	1720753	99.48	medium
Legionella moravica	3764213	100	high
Lysobacter defluvii	2722122	99.64	high
Marinimicrobium agarilyticum	4502291	99.57	high
Maritalea myrionectae	3539530	99.82	high
Megamonas hypermegale	2157372	99.05	medium
Mesonia mobilis	3205558	99.62	medium
Meiothermus rufus	2747076	100	high
Acidipropionibacterium thoenii	2938072	100	high
Propionicicella superfundia	3623963	97.24	high
Propionimicrobium lymphophilum	2035623	99.12	high
Pseudoclavibacter soli	2223047	99.71	high
Proteocatella sphenisci	2411055	99.3	medium
Runella zeae	7600634	100	high
Salinimicrobium xinjiangense	3764506	99.62	medium
Saccharospirillum impatiens	4743148	99.47	medium
Pseudonocardia asaccharolytica	5056835	99	high
Sediminimonas qiaohouensis	3554982	99.55	high
Solirubrobacter soli	9313965	98.71	high
Stappia stellulata	4623171	99.58	high
Streptococcus devriesei	2121372	99.63	medium
Streptococcus plurextorum	2103464	98.88	medium
Streptococcus porci	2290936	100	medium
Tetragenococcus muriaticus	2081554	99.34	medium
Thalassobaculum salexigens	5084548	100	high
Thermithiobacillus tepidarius	2958498	100	high
Thermodesulfobacterium hveragerdense	1729593	99.17	high
Thermodesulfovibrio thiophilus	1871474	98.11	high
Thermomonas fusca	3151451	99.83	high
Thermus antranikianii	2165150	100	high
Butyrivibrio sp. VCD2006	4705279	99.58	medium
Clostridium paraputrificum	3561289	99.19	medium
Lachnospira multipara	2871860	100	medium
Butyrivibrio sp. AC2005	5126371	99.58	medium
Butyrivibrio sp. AE3006	4147770	99.58	medium
Prevotella sp. AGR2160	2908381	98.92	medium
Clostridium cadaveris	3542160	99.19	medium
Butyrivibrio sp. WCD3002	4254596	99.58	medium
Lachnospiraceae bacterium NK4A144	4092878	99.46	medium
Butyrivibrio sp. LC3010	4588273	99.58	medium
Butyrivibrio fibrisolvens	4315442	99.58	medium
Oribacterium sp. NK2B42	3790484	98.72	medium
Butyrivibrio hungatei	3372542	99.57	medium
Butyrivibrio sp. WCD2001	4276742	99.58	medium
Butyrivibrio sp. FCS006	3795729	99.57	medium
Butyrivibrio sp. NC3005	3871453	99.58	medium
Butyrivibrio sp. MC2013	3813073	99.58	medium
Prevotella bryantii	3249285	98.31	medium
Conexibacter woesei	5695417	98.86	high
Salinimicrobium terrae	3544726	99.62	medium
Streptomyces sp. CNT360	7720660	99.64	medium
Streptomyces sp. CNH287	6788521	99.91	medium
Streptomyces sp. TAA040	5311812	98.13	medium
Streptomyces sp. TAA204	6582155	99.91	medium
Arenibacter latericius	4480165	99.67	medium
Solobacterium moorei	2335946	100	medium
Actinomadura rifamycini	8385432	100	medium
Agrococcus lahaulensis	2677837	100	high
Paenibacillus taiwanensis	5247653	99.73	medium
Pedobacter glucosidilyticus	4021020	100	high
Photobacterium halotolerans	4690166	97.64	medium
Pleomorphomonas koreensis	4620652	99.35	high
Pontibacillus halophilus	3670551	98.66	medium
Pontibacillus marinus	4276966	99.33	medium
Desulfovibrio zosterae	4092653	100	medium
Acidipropionibacterium jensenii	3028354	99.67	medium
Psychroserpens burtonensis	3976448	99.67	high
Rheinheimera baltica	4351767	99.66	medium
Rubritepida flocculans	3834117	100	high
Pseudoduganella violaceinigra	6110349	99.72	medium
Ferrimonas kyonanensis	4930960	100	medium
Flavobacterium filum	3192093	99.29	high
Flavobacterium frigidarium	3631041	99.29	medium
Ruminococcus gauvreauii	4094708	99.37	medium
Sporosarcina ureae	3318653	99.33	medium
Tepidiphilus margaritifer	2220236	96.13	high
Terrimonas ferruginea	4686152	99.01	high
Pseudomonas azotifigens	5017423	100	medium
Gaetbulibacter saemankumensis	3089149	99.5	high
Gulosibacter molinativorax	3379129	98.64	medium
Halobacillus kuroshimensis	3845569	100	medium
Halomonas halocynthiae	2876467	99.14	medium
Jeotgalicoccus marinus	2109822	98.85	medium
Jeotgalicoccus psychrophilus	2345682	99.43	medium
Lacticigenium naphtae	2134509	99.45	medium
Lactobacillus harbinensis	3134829	98.69	medium
Lactobacillus psittaci	1542852	97.11	high
Solirubrobacter sp. URHD0082	6640086	99.14	high
Lysobacter sp. URHA0019	3223982	100	high
Marmoricola sp. URHB0036	4829548	99.48	high
Bacillus sp. URHB0009	5377210	99.45	medium
Comamonadaceae bacterium URHA0028	4904121	99.84	high
Desulforegula conservatrix	4469042	99.35	high
Rhizobium leucaenae	6679728	99.72	medium
Anaerovorax odorimutans	3263520	99.29	medium
Streptomyces sp. CNS606	5932917	99.91	medium
Arenimonas composti	3159341	99.83	high
Arsenicicoccus bolidensis	3995323	100	medium
Brevibacterium album	4094970	99.71	medium
Chryseobacterium caeni	4118409	99.51	high
Dysgonomonas capnocytophagoides	4377988	100	medium
Nisaea denitrificans	4626718	100	high
Nocardioides alkalitolerans	4854484	99.22	high
Paenibacillus panacisoli	6326414	99.85	medium
Prevotella albensis	2668851	98.65	medium
Prevotella baroniae	3128717	99.32	high
Propionibacterium acidifaciens	3043901	98.46	high
Psychrilyobacter atlanticus	3539325	98.88	high
Nakamurella lactea	5820860	97.07	high
Selenomonas artemidis	2350599	99.65	medium
Solimonas flava	4460203	100	medium
Spirochaeta cellobiosiphila	3949848	100	high
Sporocytophaga myxococcoides	6344326	100	high
Veillonella montpellierensis	1870913	100	medium
Vibrio litoralis	3823881	96.08	medium
Teredinibacter turnerae	5268281	100	high
Thermonema rossianum	2954967	99.18	medium
Moraxella caprae	2602231	96.58	high
Dolichospermum circinale	4405846	99.78	high
Chthonomonas calidirosea	3437861	95.65	high
Cyclobacterium qasimii	6291928	98.3	high
Winogradskyella psychrotolerans	4337031	98.99	high
Rikenella microfusus	2880076	100	high
Methylocaldum szegediense	5022295	99.05	high
Flectobacillus major	6221030	100	high
Caldanaerobius polysaccharolyticus	2499862	99.52	medium
Methylocapsa acidiphila	4103433	99.58	high
Carboxydothermus ferrireducens	2441992	100	medium
Methylobacter luteus	5029135	99.61	high
Sphingomonas phyllosphaerae	3920299	99.66	high
Geminicoccus roseus	5698370	99.25	high
Haloplanus natans	3797935	98.8	high
Massilia alkalitolerans	6111684	99.95	medium
Budvicia aquatica	5668731	100	medium
Thermocrispum municipale	4526423	99.65	high
Corynebacterium sputi	2917684	100	medium
Glycomyces tenuis	5735294	99.46	medium
Thermocrispum agreste	4196086	100	high
Olivibacter sitiensis	5053571	100	medium
Sedimenticola selenatireducens	4588530	99.77	high
Shimazuella kribbensis	4185101	99.23	medium
Bacteroides graminisolvens	3633399	96.8	medium
Chitinilyticum litopenaei	3968450	99.96	medium
Bacillus sp. JGI 001005-J19	1139064	38.6	low
Verrucomicrobia bacterium SCGC AAA027-I19	2724834	58.45	medium
actinobacterium SCGC AAA028-N15	946132	51.15	medium
Chitinimonas koreensis	5586102	100	high
Hellea balneolensis	3208823	99.35	high
Parabacteroides gordonii	6677094	99.62	medium
Zooshikella ganghwensis	5798664	99.25	high
Actinomyces slackii	3171092	100	medium
Acholeplasma axanthum	1807123	99.33	high
Veillonella magna	2203313	100	high
Brevundimonas aveniformis	2579573	100	high
Conchiformibius kuhniae	2118625	99.89	high
Corynebacterium freiburgense	2910197	99.66	medium
Desulfomicrobium escambiense	3782107	99.38	medium
Dyadobacter alkalitolerans	6287614	100	medium
Eremococcus coleocola	1869643	99.45	high
Geothrix fermentans	3289813	99.12	high
Glaciecola pallidula	4363047	99.58	high
Lactobacillus rossiae	2862294	99.46	medium
Hamadaea tsunoensis	9478888	99.3	medium
Marinobacterium litorale	4380400	100	medium
Novosphingobium acidiphilum	3709060	99.93	high
Pseudonocardia spinosispora	9537556	100	medium
Salinarimonas rosea	5245321	99.37	high
Silanimonas lenta	2647044	99.66	high
Streptomyces flavidovirens	7070406	99.93	medium
Actinomyces suimastitidis	2294128	99.88	high
Aequorivita capsosiphonis	4042904	99.62	high
Aestuariibacter salexigens	3783840	99.66	medium
Acetobacter nitrogenifigens	4270516	100	high
Actinotignum schaalii	2130987	100	medium
Actinomyces dentalis	3531393	99.53	medium
Actinomyces gerencseriae	3420019	100	medium
Desulfovibrio inopinatus	5767550	100	medium
Desulfovibrio putealis	4705742	99.4	high
Desulfovirgula thermocuniculi	3060447	100	medium
Pseudodonghicola xiamenensis	4728486	99.89	high
Algoriphagus marincola	4431678	100	high
Algoriphagus mannitolivorans	4152949	100	medium
Algoriphagus terrigena	5783376	100	high
Algoriphagus vanfongensis	4712065	100	medium
Aliagarivorans marinus	4878345	100	medium
Alicyclobacillus contaminans	3272318	98.8	medium
Arenibacter certesii	4989751	99.67	high
Arsenophonus nasoniae	3670548	100	medium
Atopococcus tabaci	2267201	98.34	medium
Azonexus hydrophilus	3341181	99.84	high
Azospirillum halopraeferens	6512377	99.91	medium
Niveispirillum irakense	5455784	100	medium
Azovibrio restrictus	4025691	99.76	high
Bacillus aidingensis	4418137	98.66	medium
Bacillus aurantiacus	4023079	98.68	medium
Bacillus chagannorensis	3519702	98.68	medium
Gemmobacter nectariphilus	4523636	99.32	high
Chitinibacter tainanensis	3425989	98.72	medium
Cohnella thermotolerans	5051029	99.19	medium
Comamonas composti	4634066	99.77	high
Cucumibacter marinus	3713661	100	high
Dermatophilus congolensis	2617709	95.79	high
Desulfatibacillum aliphaticivorans	6469960	98.7	high
Desulfatirhabdium butyrativorans	4481975	99.33	high
Desulfobulbus japonicus	5800571	100	medium
Desulfobulbus mediterraneus	4796810	100	high
Desulfovibrio bastinii	3909169	100	medium
Desulfovibrio cuneatus	3359127	98.82	medium
Flavobacterium suncheonense	2880663	99.65	high
Meiothermus chliarophilus	4688964	97.92	high
Thermococcus sp. PK	2176573	98.02	medium
Eisenibacter elegans	4030713	99.09	medium
Prevotella corporis	2800206	98.99	medium
Tenacibaculum ovolyticum	4124462	99.33	high
Alicyclobacillus herbarius	3310509	98.56	medium
Anaeroarcus burkinensis	3338457	100	medium
Aneurinibacillus terranovensis	4247673	98.15	medium
Aquimarina latercula	6245252	99.62	high
Aquimarina muelleri	4903219	99.62	medium
Tuberibacillus calidus	3242009	98.26	medium
Arthrobacter castelli	4585800	99.08	medium
Azohydromonas australica	8786776	99.14	medium
Fictibacillus gelatini	4171218	99.34	medium
Bacillus kribbensis	5052265	99.32	medium
Bacillus panaciterrae	5411691	99.07	medium
Chitinilyticum aquatile	3685547	99.96	medium
Chryseobacterium daeguense	4214564	100	high
Chryseobacterium gregarium	4439376	100	high
Deinococcus ficus	4144558	99.57	medium
Desulfotomaculum alcoholivorax	3471050	99.91	medium
Methanocorpusculum bavaricum	1706782	98.21	high
Thermobrachium celere	2644756	99.19	high
Alistipes sp. CAG:514	2391969	93.81	medium
Clostridium sp. CAG:226	2127882	99.19	medium
Firmicutes bacterium CAG:555	1776436	88.74	medium
Blautia hydrogenotrophica CAG:147	3359031	98.1	medium
Clostridium sp. CAG:715	1867907	88.89	medium
Clostridium sp. CAG:590	2637563	98.1	medium
Clostridium bolteae CAG:59	5414560	73.64	medium
Prevotella sp. CAG:255	3485124	98.52	medium
Acidaminococcus intestini CAG:325	2161582	99.3	medium
Brachyspira sp. CAG:484	2196785	91.88	medium
Ruminococcus sp. CAG:60	3087525	67.54	medium
Peptostreptococcus anaerobius CAG:621	1900981	100	medium
Veillonella sp. CAG:933	2885751	99.6	medium
Parasutterella excrementihominis CAG:233	2501735	87.66	medium
Firmicutes bacterium CAG:791	2435306	93.71	medium
Clostridium sp. CAG:632	2462470	95.62	medium
Clostridium sp. CAG:678	2389330	96.64	medium
Clostridium sp. CAG:306	2195284	87.18	medium
Firmicutes bacterium CAG:83	1866939	91.23	medium
Firmicutes bacterium CAG:41	2757549	97.99	medium
Clostridium nexile CAG:348	2527326	98.78	medium
Eubacterium sp. CAG:146	2653983	97.57	medium
Clostridium sp. CAG:413	2465124	96.92	medium
Succinatimonas sp. CAG:777	2254171	98.2	medium
Clostridium sp. CAG:352	2256374	99.33	medium
Firmicutes bacterium CAG:24	2830982	98.66	medium
Eubacterium sp. CAG:603	2597868	99.33	medium
Prevotella sp. CAG:386	2618993	96.15	medium
Prevotella sp. CAG:487	2990058	96.65	medium
Clostridium leptum CAG:27	2818959	98.66	medium
Clostridium sp. CAG:81	2832137	97.31	medium
Lactobacillus ruminis CAG:367	1953965	97.91	medium
Ruminococcus sp. CAG:724	1789369	85.86	medium
Ruminococcus torques CAG:61	2363514	98.46	medium
Eubacterium sp. CAG:786	2673786	92.87	medium
Anaerostipes sp. CAG:276	3203784	98.08	medium
Proteobacteria bacterium CAG:495	1709120	98.92	medium
Clostridium sp. CAG:264	2529256	96.58	medium
Butyrivibrio crossotus CAG:259	2090320	99.33	medium
Eubacterium sp. CAG:180	1882175	97.99	medium
Clostridium sp. CAG:127	2744059	97.99	medium
Bacteroides sp. CAG:545	2702747	95.48	medium
Clostridium sp. CAG:762	1114050	93.82	medium
Sutterella wadsworthensis CAG:135	2777117	98.14	medium
Bacteroides sp. CAG:1060	1763820	89.83	medium
Roseburia sp. CAG:380	2855741	97.99	medium
Firmicutes bacterium CAG:466	2695531	95.97	medium
Odoribacter laneus CAG:561	3477683	98.92	medium
Clostridium sp. CAG:349	1472989	92.64	medium
Firmicutes bacterium CAG:631	1456180	97.75	medium
Staphylococcus sp. CAG:324	1674156	98.67	medium
Clostridium sp. CAG:967	2001957	88.03	medium
Ruminococcus sp. CAG:382	1946302	88.1	medium
Clostridium sp. CAG:122	3078457	97.99	medium
Prevotella sp. CAG:1058	2720906	96.77	medium
Dorea sp. CAG:105	2412874	95.27	medium
Acinetobacter sp. CAG:196	2134390	88.89	medium
Coprobacillus sp. CAG:605	1201573	91.57	medium
Dialister invisus CAG:218	1773580	96.1	medium
Coprococcus eutactus CAG:665	2799714	98.66	medium
Alistipes sp. CAG:435	2894688	93.49	medium
Bacteroides faecis CAG:32	4768711	62.07	medium
Clostridium sp. CAG:448	2282282	92.93	medium
Mycoplasma sp. CAG:877	1408829	94.66	medium
Mycoplasma sp. CAG:956	1442272	92.13	medium
Firmicutes bacterium CAG:272	2511147	89.37	medium
Bacteroides caccae CAG:21	4506006	76.36	medium
Ruminococcus sp. CAG:254	2245400	98.66	medium
Clostridium sp. CAG:167	2167364	95.75	medium
Clostridium sp. CAG:465	1177475	76.67	medium
Firmicutes bacterium CAG:884	1208442	92.7	medium
Clostridium sp. CAG:793	1261691	74.6	medium
Odoribacter sp. CAG:788	3883274	98.45	medium
Parabacteroides merdae CAG:48	3616177	93.18	medium
Anaerotruncus sp. CAG:528	1881083	97.99	medium
Firmicutes bacterium CAG:313	1489376	100	medium
Ruminococcus sp. CAG:488	2206392	96.6	medium
Bacteroides fragilis CAG:47	4457568	97.86	medium
Roseburia sp. CAG:309	2447989	92.26	medium
Acetobacter sp. CAG:267	1723311	93.41	medium
Bacteroides pectinophilus CAG:437	2534735	99.16	medium
Clostridium sp. CAG:780	1264259	77.54	medium
Ruminococcus sp. CAG:379	2164906	95.55	medium
Acetobacter sp. CAG:977	1926190	79.7	medium
Firmicutes bacterium CAG:536	1657704	96.43	medium
Clostridium sp. CAG:568	1480498	98.88	medium
Firmicutes bacterium CAG:475	1495863	84.79	medium
Prevotella sp. CAG:5226	2870611	97.21	medium
Dialister sp. CAG:486	2193414	99.38	medium
Prevotella sp. CAG:604	2544236	88.4	medium
Collinsella sp. CAG:166	1909369	91.05	medium
Faecalibacterium sp. CAG:1138	1490061	94.62	medium
Firmicutes bacterium CAG:308	1719996	97.51	medium
Bacteroides sp. CAG:530	3366418	97.94	medium
Eggerthella sp. CAG:368	1602574	96.59	medium
Proteobacteria bacterium CAG:139	2045026	96.88	medium
Clostridium sp. CAG:594	1144379	92.42	medium
Sutterella sp. CAG:397	1977673	98.12	medium
Ruminococcus sp. CAG:563	2290615	95.37	medium
Firmicutes bacterium CAG:65	2785893	97.13	medium
Prevotella sp. CAG:520	2761587	97.95	medium
Porphyromonas sp. CAG:1061	2029090	95.28	medium
Clostridium sp. CAG:138	1979254	93.13	medium
Bacteroides sp. CAG:770	2634773	95.95	medium
Dialister sp. CAG:357	1971402	98.1	medium
